name|link|info|price
Yandex. Станция Макс (черный)|https://shop.mts.by//gadgets/bluetooth-speakers/yandeks-stantsiya-maks-black/|Яндекс.Станция Макс - это домашняя мультимедийная платформа c голосовым помощником Алисой.Ее можно попросить включить фильм, сериал или любимую музыку, поставить будильник, рассказать о погоде, последних новостях, ситуации на дорогах и многом другом.|от63руб./мес.от1199.00руб.
Yandex. Станция Макс (синий)|https://shop.mts.by//gadgets/bluetooth-speakers/yandeks-stantsiya-maks-blue/|Яндекс.Станция Макс - это домашняя мультимедийная платформа c голосовым помощником Алисой.Ее можно попросить включить фильм, сериал или любимую музыку, поставить будильник, рассказать о погоде, последних новостях, ситуации на дорогах и многом другом.|от63руб./мес.от1199.00руб.
Yandex. Станция Лайт (ультрафиолет)|https://shop.mts.by//gadgets/bluetooth-speakers/yandeks-stantsiya-lite-purple/||от9руб./мес.от179.00руб.
Yandex. Станция Лайт (мята)|https://shop.mts.by//gadgets/bluetooth-speakers/yandeks-stantsiya-lite-green/||от9руб./мес.от179.00руб.
Yandex. Станция Макс (красный)|https://shop.mts.by//gadgets/bluetooth-speakers/yandeks-stantsiya-maks-red/|Яндекс.Станция Макс - это домашняя мультимедийная платформа c голосовым помощником Алисой.Ее можно попросить включить фильм, сериал или любимую музыку, поставить будильник, рассказать о погоде, последних новостях, ситуации на дорогах и многом другом.|от63руб./мес.от1199.00руб.
Yandex.Станция 2 (антрацит)|https://shop.mts.by//gadgets/bluetooth-speakers/yandeks-stantsiya-2-black/||от36руб./мес.от699.00руб.
Hовая Yandex. Станция Мини (черный)|https://shop.mts.by//gadgets/bluetooth-speakers/new-yandeks-stantsiya-mini-black/||от13руб./мес.от269.00руб.
Yandex. Станция Лайт (капучино)|https://shop.mts.by//gadgets/bluetooth-speakers/yandeks-stantsiya-lite-brown/||от9руб./мес.от179.00руб.
Hовая Yandex. Станция Мини (серый)|https://shop.mts.by//gadgets/bluetooth-speakers/new-yandeks-stantsiya-mini-silver/||от13руб./мес.от269.00руб.
