name|link|info|price
Elari KidPhone 4 Fresh (зеленый)|https://shop.mts.by//gadgets/kids-smart-watch/elari-kidphone-4-fresh-green/||от8.6руб./мес.от169.00руб.
ELARI FixiTime Lite (розовый)|https://shop.mts.by//gadgets/kids-smart-watch/elari-fixitime-lite-pink/||от8.6руб./мес.от169.00руб.
Elari KidPhone 4 Fresh (желтый)|https://shop.mts.by//gadgets/kids-smart-watch/elari-kidphone-4-fresh-yellow/||от8.6руб./мес.от169.00руб.
Elari KidPhone 4 Fresh (красный)|https://shop.mts.by//gadgets/kids-smart-watch/elari-kidphone-4-fresh-red/||от8.6руб./мес.от169.00руб.
ELARI KidPhone 4G Bubble (черный)|https://shop.mts.by//gadgets/kids-smart-watch/elari-kidphone-4g-bubble-black/||от13.5руб./мес.от289руб.
ELARI FixiTime Fun (черный)|https://shop.mts.by//gadgets/kids-smart-watch/elari-fixitime-fun-black/||от6.5руб./мес.от139руб.
Elari KidPhone 2 (розовый)|https://shop.mts.by//gadgets/kids-smart-watch/smart-watch-children-elari-kidphone-2-pink/|Аудиомониторинг обстановки вокруг часов со смартфонов родителей.|от5руб./мес.от99руб.
ELARI FixiTime Fun (фиолетовый)|https://shop.mts.by//gadgets/kids-smart-watch/elari-fixitime-fun-purple/||от6.5руб./мес.от139руб.
ELARI FixiTime Fun (зеленый)|https://shop.mts.by//gadgets/kids-smart-watch/elari-fixitime-fun-biryuz/||от6.5руб./мес.от139руб.
