name|link|info|price
Canyon Tony KW31 (черный)|https://shop.mts.by//gadgets/kids-smart-watch/canyon-tony-kw31-black/||от5руб./мес.от79руб.
Canyon Sandy KW34 (розовый)|https://shop.mts.by//gadgets/kids-smart-watch/canyon-sandy-kw34-pink/||от6руб./мес.от99руб.
Canyon Sandy KW34 (голубой)|https://shop.mts.by//gadgets/kids-smart-watch/canyon-sandy-kw34-blue/||от6руб./мес.от99руб.
Canyon Tony KW31 (желто-черный)|https://shop.mts.by//gadgets/kids-smart-watch/canyon-tony-kw31-black-yellow/||от5руб./мес.от79руб.
Canyon Tony KW31 (розовый)|https://shop.mts.by//gadgets/kids-smart-watch/canyon-tony-kw31-pink/||от5руб./мес.от79руб.
Canyon MyDino KW33 (черный)|https://shop.mts.by//gadgets/kids-smart-watch/canyon-mydino-kw33-black/||от3.9руб./мес.от79руб.
Canyon MyDino KW33 (зеленый)|https://shop.mts.by//gadgets/kids-smart-watch/canyon-mydino-kw33-green/||от3.9руб./мес.от79руб.
